pid,question
682,"Make it more affordable for working people.  The people that pay your taxes and salary.  Fix traffic issues.  Stop making our city look like trash by letting homeless people camp everywhere.  Think before you take away current ordices without putting new rules in place.  Rail!!!!  Park and rides!!!  Stop leaving oak hill out of transportation plans.  Know who you represent, what they want/need and not just what you think would be good."
683,FIX JOB AND HOUSING ISSUES.
684,"The housing situation. We have a decent income, and cannot find a house close to town that is reasonable for our commutes. Housing cost is insanely expensive, even with a comfortable income."
685,"IMPROVE TRANSPORTATION, NOT THE SCOOTERS!"
686,MAKE SINGLE FAMILY HOMES AFFORDABLE AND RAISE THE WORKING WAGE IN AUSTIN SO THAT WE CAN KEEP UP WITH YOUR GROWING COST! MAKE AUSTIN  BETTER NOT JUST FOR YOU BUT FOR THE OTHER INDIVIDUALS WHOM ARE LIVING HERE AS WELL. BE HONEST AND SUPPORTIVE OF MAKING THE QUALITY OF LIFE HERE GREAT!!!!
687,CREATE HOMELESS FACILITIES LIKE THE ONES LOCATED ON BEN WHITE IN ALL DISTRICTS ASAP.
688,Do something about the homeless situation.  Stop so much building and polluting our waterways.
689,Focus on making it less expensive to live here. Stop focusing on all these stupid subjects like street renames and such that do NOTHING to improve life here but instead cost the City and businesses money to adjust.
690,Too much change is not a good thing.
691,"BE EMPATHETIC TOWARDS OTHER PEOPLE THAT ARE NOT AS LUCKY AS YOU. LIFT PEOPLE UP-HELP FEED AND GIVE A CHANCE TO OTHERS. THERE WERE NO QUESTIONS REGARDING HOMELESSNESS, WHICH IS A BIG ISSUE"
692,Austin will lose tourists and new residents if something is not done about the homeless crisis.
693,Please realize that you are destroying a Texas community.  We are not San Francisco California.  Please take care of the residents of your community and not make us a bacon for immigrants to come here and  sleep in our parks.  Please realize that we residents are not your bank and do not have unlimited funds for you to give away.
694,WE CANNOT LET THE HOMELESS RUIN THE QUALITY OF LIFE AND BEAUTY OF AUSTIN. YOU HAVE TO CREATE A REALISTIC SOLUTION OTHERWISE MORE HOMELESS COME TO AUSTIN
695,We need more police and enforcement of traffic laws
696,Unity belongs EVERYWHERE!
697,IMPROVED MASS TRANSIT
698,TRAFFIC IS RUINING AUSTIN'S QUALITY OF LIFE.
699,"Build a city/county wide metro rail system, please, the one line is not enough, and please link it to the airport. Thank you!"
700,PRESERVE OUR HISTORY SO THAT FUTURE GENERATIONS HAVE THE OPPORTUNITIES TO LEARN FORM IT RATHER THAN BOWING TO ONE ETHNIC GROUPS WISHES.
701,RE-THINK THE SCOOTERS ON OUR STREETS.
702,Solve or lessen the problem of homelessness
703,Please re-think and work with the police in regards to the camping ordice.
704,"My same concern. Growth has caused this city to be unusable. No fun. As a retired person (although I'm a member of the Travis Co. Historical Commission) I basically just don't do anything unless forced to because of traffic, parking and crowds. It's just no fun to have to deal with the problems. THIS at a time when the cost to live here has gone up, up, up due to property tax."
705,The traffic! The city is the number 1 growing city in the US for the 8th straight year according to Forbes magazine. We cannot stop the growth. Time to embrace it. Build highways and roads that allow traffic to flow. Enough of the terrible design of an on-ramp flowing into an off-ramp and then the lane ends. Or the access roads that require you to merge over three lanes after an exit to make a right turn at the street. The design of the highways is terrible.
706,"How do we allocate some of the costs for running the City to Federal, State and County entities rather than burden non-exempt property owners with higher taxes & fees?"
707,Improve traffic flow in the city and reduce taxes
708,We don't effect change for our homeless residents by removing an ordice.  We have an out of control homelessness epidemic in our city.  What are we doing to truly get people off the streets?  What are we doing to transition people into safe housing?  Assist with addiction recovery?  With mental health services?  I'm so disappointed that the best our city has come up with is to simply decriminalize sleeping on the streets.  I'm concerned that this band aid method is only going to serve to attract the criminal transients to Austin and put us all at risk.
709,"RUN THE HOMELESS OUT OF AUSTIN, BUILD ROADS AND HIGHWAYS, A REAL LOOP. DO NOT CLOSE OLD SAN ANTONIO RD."
710,SUSTAINABILITY OF CITY
711,MORE FREE PARKING DOWNTOWN FOR PARKS AND REC
712,HOMELESS
713,"Stop giving tax incentives to businesses for coming here! We have a lot to offer and should not need to do this. More importantly, we need the tax revenue from these businesses. It's not fair to burden citizens, who may be facing gentrification that forces them out of town, with high taxes and while giving rich companies a free ride for years. In a city growing like we are and with a low unemployment rate, they don't bring us enough benefit to make that a winning deal for us if they aren't paying their share of taxes."
714,We need to preserve our inner city neighborhoods and provide more/better affordable housing options.
715,Reduce the traffic congestion.
716,STOP WASTING MONEY and help the people not yourself and your friends.
717,Fix the traffic mess!!!
718,The city needs to focus on traffic solutions that will improve the quality of life for all citizens.
719,"Keep up the good work in a growing, dynamic city with a complex population."
720,"Please address the homeless situation. I want to help but I'm not sure how.  Volunteering to hand out meals, etc. doesn't seem like enough. It is the homeless that create the largest fear for me to go downtown, especially in the evenings, but in some areas (7th/Neches) I don't even feel safe during the day (sadly, as I'm sure many of the residents do either). I know this is a very tall request and I'm happy to join conversations to weigh in ideas, but I do think this is a problem we must address quickly for everyone."
721,"NEIGHBORHOOD HAS NO SIDEWALKS, DRAINAGE FOR RAIN OR STOP LIGHTS"
722,TRAFFIC IS MAKING ME CONSIDER MOVING.
723,ONLY AFFORDABLE FOR THE UPPER MIDDLE CLASS
724,ADDRESS THE EXORBITANT PROPERTY TAX SITUATION.
725,"CLEAN UP THE CITY, TRASH EVERYWHERE, SLOW DOWN GROWTH."
726,SLOW DOWN DEVELOPMENT FOR QUALITY OF LIFE!!
727,"WE NEED GREEN, 21ST CENTURY PUBLIC TRANSIT PLAN"
728,TRANSPORTATION NIGHTMARE
729,"HELP HOMELESS SITUATION, IT MAKES ME FEEL VERY UNSAFE."
730,REMEMBER TO HELP THE HELPLESS.
731,Homeless people. I suggest you take the facilities city owns already to move these folks into safety. EX: Home Depot facility at St. Johns. It would make a great camp ground.
732,welcome the homeless to live in his yard.
733,I WISH I HAD BUS STOP BACK AT LEDESMA AND LOTT. I USED TO RIDE THE BUS TO WORK.
734,MORE PEOPLE MOVING HERE IS NOT A POSITIVE.
735,"HELP THE HOMELESS, CLEAN UP DOWNTOWN"
736,"WE NEED LIGHT RAIL, BUSES ARE UNRELIABLE AND TAKE TOO LONG."
737,Cease efforts to allow camping in public places.  Your current efforts to end homelessness will fail.  If people want to work they can find jobs.
738,"Please try to get traffic moving!  Less street lights and more highway lanes, especially at the ""Y"" intersection.  Too many people and no means to travel efficiently."
739,"Do what's right, not what's popular and trendy."
740,"THE MAYOR SHOULD NOT DO WHAT IS POPULAR, BUT WHAT IS BEST FOR ALL."
741,HIRE MORE POLICE.INSTITUTE AN AGGRESSIVE CAMPAIGN ON TRAFFIC VIOLATIONS. DRIVERS ARE BREAKING LAWS ALL OVER THE CITY AND THERE IS VIRTUALLY NO CONSEQUENCE FOR THEIR ACTIONS.
742,SO EXTREMELY DISAPPOINTED IN LOCATION OF HOMELESS SHELTERS
743,Traffic
744,HOUSING OPTIONS AND DIVERSE TRANSPORTATION GO HAND-IN-HAND. WE'D LOVE TO DROP DOWN TO ONLY ONE CAR BUT WE CAN'T DO IT WITH THE CITY'S TRANSPORTATION INFRASTRUCTURE.
745,I DONT FEEL CONNECTED WITH AUSTIN.MY COUNCIL PERSON HAD A SATELLITE OFFICE ON ANDERSON MILL RD-DIDN'T REALLY LIKE HIM BUT I DROPPED IN TO TALKE TO HIM 2-3 TIMES. I LIKED THAT HE WAS CLOSE. THAT'S GONE NOW.
746,30 YEARS AGO I WOULD HAVE PLEADED WITH THEM NOT TO TURN AUSTIN INTO A HOUSTON/DALLAS TYPE OF MEGA COMMUNITY. IT'S TOO LATE NOW TO DO ANYTHING EXCEPT ATTEMPT TO MANAGE THE HUGE RANGE OF ISSUES DUE TO GROWTH AT ALL COSTS. GOOD LUCK TO THEM.
747,"Please get out of downtown Austin so you can better understand how real Austinites live when it comes to mobility, congestion, affordability and the condition of roads and other city-owned property (such as medians, etc.). I'd encourage the mayor and council as a whole to take rotating ""district field trips"" where they visit a different city council district and really drive around to check it out and also talk to residents. Even with city council districts, there's an overwhelming sense that our elected city officials are elitists. No one more so than Mayor Adler, who sometimes seems not to live in the real world."
748,Stop the inflation of real estate prices. It's not about supply and demand. These prices are driven by greed.
749,Awful people who work in code enforcement. They are truly terrible
750,CHANGING THE ZONING CODE IS NOT BEST LEFT TO STAFF MEMBERS
751,WOULD LIKE TO SEE HISTORIC NEIGHBORHOODS SAFE FROM DEVELOPMENT.
752,"PLAN FOR GROWTH, DON'T JUST LISTEN TO SMALL GROUPS, MAKE THIS CITY AFFORDABLE"
753,"THE NEW ORDINANCE ALLOWING CAMPING ON THE STREETS IS A DISASTER, GET OUT OF YOUR IVORY TOWER AND ADDRESS THE ISSUE LIKE A REAL LEADER."
754,"Reduce the influx of those trying to change the culture of our city. This is no longer the Austin I chose to live in. When I no longer need to work full-time, I will probably move out of Austin. It costs too much to live here when our cool, weird vibe is dying so rapidly."
755,"1. QUIT PROMOTING BIKE LANES. BIKES DO NOT COVER THE MOBILITY PROBLEMS.2. QUIT TRYING TO TURN SINGLE FAMILY RESIDENTIAL NEIGHBORHOODS INTO FOURPLEXES, ETC. CITY SHOULD NOT TAKE POSITIONS THAT WILL DESTROY HOME VALUES 3. DON'T USE CODENEXT AS A SOCIAL ENGINEERING TOOL."
756,PLEASE STOP DIVIDING LOTS IS AUSTIN'S CENTRAL NEIGHBORHOODS.LOWER TAX RATES FOR LONG TERM HOMEOWNERS (LOT YEARS) OR SWITCH TO INCOME TAX
757,CLEAN UP THE HOMELESSNESS AND PANHANDLING; PREVENT DEATHS AND INJURIES--ENFORCE NO TEXTING/TALKING WHILE DRIVING
758,SELL THE UTILITY!
759,PUBLIC TRANSPORTATION
760,"Please don't chase trying to be like LA, Seattle, Portland or other progressive cities.  The recent homeless ordice is an example of misguided government.  You only have to look at those cities to see what Austin will become.  We have enjoyed living here and raising a family and it would be a shame to leave due to lawlessness by government (Freedom City is a good example of a city government not following laws)."
761,"Listen to the people, not the ones lining your pocketbook."
762,Please attempt to maintain the uniqueness of Austin.   This might include affordable housing for artists and musicians and other folks who may not have a high income.  Please try to keep property taxes down.  Please find a way to alleviate some of traffic.
763,"QUIT PAYING LIP SERVICE TO AFFORDABLE HOUSING, MOBILITY ISSUES AND CARING GOVERNMENT AND ACTUALLY GET SOME STUFF DONE."
764,Keep the history and legacy of Austin that made people want to come now.
765,"INABILITY TO PLAN HAS NOW MANIFESTED IN BAD COMMUTES, ROADS, AND PROPERTY TAXES OUT OF CONTROL."
766,STOP ASSUMING PEOPLE WANT TO WALK OR BIKE IN 80-100 DEGREE HEAT AND ARRIVE ALL SWEATY TO WORK OR SCHOOL
767,"Taxes, fees associated city services are too high."
768,GET RID OF ELECTRIC SCOOTERS!
769,START FIGHTING FOR THE TAXPAYERS NOT THE TAKERS.
770,Clean up the streets so that people aren't sleeping or living in the streets or pan handling on the corners.
771,"I wish I could stay here when I retire, but the taxes are too high."
772,Reign in the developers.  They are greedy and not interested in building community.
